epoch,train_loss,train_acc,val_loss,val_acc,lr
3300,0.00028979385388083756,1.0,0.0018714123871177435,1.0,0.001
3350,0.0002799437497742474,1.0,0.0016578121576458216,1.0,0.001
3400,0.0002705144870560616,1.0,0.0014850322622805834,1.0,0.001
3450,0.00026151383644901216,1.0,0.0013424933422356844,1.0,0.001
3500,0.00025287267635576427,1.0,0.0012221257202327251,1.0,0.001
3550,0.0002445724094286561,1.0,0.0011196214472875,1.0,0.001
3600,0.0002367005799897015,1.0,0.00103292940184474,1.0,0.001
3650,0.0002291330019943416,1.0,0.0009580842452123761,1.0,0.001
3700,0.000221862384933047,1.0,0.0008933035423979163,1.0,0.001
3750,0.0002148601779481396,1.0,0.0008347926777787507,1.0,0.001
3800,0.00020812873844988644,1.0,0.0007824475760571659,1.0,0.001
3850,0.00020169603521935642,1.0,0.0007364086923189461,1.0,0.001
3900,0.00019551132572814822,1.0,0.0006953461561352015,1.0,0.001
3950,0.00018953686230815947,1.0,0.0006580825429409742,1.0,0.001
4000,0.00018378993263468146,1.0,0.000623771920800209,1.0,0.001
4050,0.00017827906413003802,1.0,0.0005924288998357952,1.0,0.001
4100,0.00017295930592808872,1.0,0.0005637020221911371,1.0,0.001
4150,0.00016785968909971416,1.0,0.0005374012980610132,1.0,0.001
4200,0.00016293504450004548,1.0,0.0005135136307217181,1.0,0.001
4250,0.00015818598330952227,1.0,0.0004916169564239681,1.0,0.001
4300,0.00015360316319856793,1.0,0.0004712385998573154,1.0,0.001
4350,0.00014918731176294386,1.0,0.0004521503287833184,1.0,0.001
4400,0.00014493826893158257,1.0,0.00043458197615109384,1.0,0.001
4450,0.000140827483846806,1.0,0.0004181398544460535,1.0,0.001
4500,0.0001368522789562121,1.0,0.000402534322347492,1.0,0.001
4550,0.00013300029968377203,1.0,0.0003876055416185409,1.0,0.001
4600,0.00012926886847708374,1.0,0.00037340528797358274,1.0,0.001
4650,0.00012566926307044923,1.0,0.00036009715404361486,1.0,0.001
4700,0.00012216933828312904,1.0,0.00034736658562906086,1.0,0.001
4750,0.00011878021905431524,1.0,0.00033525755861774087,1.0,0.001
4800,0.00011549360351637006,1.0,0.00032388060935772955,1.0,0.001
4850,0.000112307803647127,1.0,0.00031287153251469135,1.0,0.001
4900,0.00010921702050836757,1.0,0.00030232538119889796,1.0,0.001
4950,0.00010622351692290977,1.0,0.00029232760425657034,1.0,0.001
5000,0.00010332208330510184,1.0,0.0002828520955517888,1.0,0.001
5050,0.00010050279524875805,1.0,0.00027384335407987237,1.0,0.001
5100,9.77589370450005e-05,1.0,0.00026529497699812055,1.0,0.001
5150,9.510706149740145e-05,1.0,0.00025711310445331037,1.0,0.001
5200,9.251993469661102e-05,1.0,0.000249208853347227,1.0,0.001
5250,9.001239232020453e-05,1.0,0.00024166548973880708,1.0,0.001
5300,8.758136391406879e-05,1.0,0.0002343564701732248,1.0,0.001
5350,8.520772826159373e-05,1.0,0.00022729950433131307,1.0,0.001
5400,8.290291589219123e-05,1.0,0.00022060552146285772,1.0,0.001
5450,8.067311864579096e-05,1.0,0.00021413918875623494,1.0,0.001
5500,7.850563270039856e-05,1.0,0.00020789389964193106,1.0,0.001
5550,7.639672548975796e-05,1.0,0.00020191178191453218,1.0,0.001
5600,7.434834697050974e-05,1.0,0.00019611543393693864,1.0,0.001
5650,7.235317025333643e-05,1.0,0.00019036748562939465,1.0,0.001
5700,7.042530342005193e-05,1.0,0.00018481544975657016,1.0,0.001
5750,6.854546518297866e-05,1.0,0.0001795444986782968,1.0,0.001
5800,6.671782466582954e-05,1.0,0.0001744633773341775,1.0,0.001
5850,6.494310946436599e-05,1.0,0.0001696174149401486,1.0,0.001
5900,6.321043474599719e-05,1.0,0.0001649038604227826,1.0,0.001
5950,6.153772847028449e-05,1.0,0.00016034190775826573,1.0,0.001
5999,5.993332888465375e-05,1.0,0.00015602471830789,1.0,0.001
