epoch,step,train_acc,train_loss,val_acc,val_loss,sharpness,l2_norm,lr
0,8,0.061830100097439986,4.402224957942963,0.3340122800802928,3.5606954097747803,-0.19257799615293492,268.0522861480713,0.00023999999999999998
100,808,0.5233855965984586,2.1204853653907776,0.5053134962805526,2.495054066181183,-0.11028888491107329,221.044930934906,0.0003
200,1608,0.5821596244131455,1.8963809162378311,0.5051658991616483,2.6595780650774636,0.14523709617190197,194.23756289482117,0.0003
300,2408,0.6431039064576136,1.6844103634357452,0.5051954185854293,2.7946338057518005,0.19579184939619265,179.13241481781006,0.0003
400,3208,0.6621932854991585,1.5986615419387817,0.5051954185854293,2.8685362935066223,-0.061122171525857784,172.50809931755066,0.0003
500,4008,0.6688369208964479,1.5571610778570175,0.5055201322470185,2.8743518392244973,-0.6483944204582761,172.98917150497437,0.0003
600,4808,0.670254229781203,1.5469842106103897,0.5053134962805526,2.874034265677134,-0.02142638333381345,178.8335690498352,0.0003
700,5608,0.6707414297103375,1.5388347953557968,0.5054906128232377,2.8510295748710632,-0.1943574795308113,188.65583539009094,0.0003
800,6408,0.6719815749844982,1.5300991386175156,0.5057562876372653,2.8171690305074057,0.20875403242550955,201.85756063461304,0.0003
900,7208,0.6714943750553636,1.520733118057251,0.5059924430275121,2.79461540778478,-0.12718080681944613,216.67833054065704,0.0003
1000,8008,0.6723801931083355,1.5059230476617813,0.5063761955366631,2.7447047034899392,0.38167351369874936,232.18884551525116,0.0003
1100,8808,0.6727345203295243,1.5008036941289902,0.507379855945212,2.6613172690073648,-0.09702667844748916,247.82073068618774,0.0003
1200,9608,0.6720258658871467,1.4955679923295975,0.5105089148659818,2.5498869021733603,0.3609869988261288,262.3221706151962,0.0003
1300,10408,0.6725573567189299,1.4875809848308563,0.516678474436179,2.426704208056132,0.002180105250690063,274.7479395866394,0.0003
1400,11208,0.6725130658162813,1.48153817653656,0.5367812020309364,2.254406730333964,0.18748867126979857,284.05565452575684,0.0003
1500,12008,0.6720701567897954,1.4628137350082397,0.5942260007084662,2.0431101520856223,-0.036659781479384,290.6188853979111,0.0003
1600,12808,0.6723801931083355,1.4533345699310303,0.6607627819104971,1.8548355003197987,-0.03897967313392049,294.5820063352585,0.0003
1700,13608,0.6722030294977411,1.4466904550790787,0.667581768803873,1.800931731859843,0.198682402900215,294.12094020843506,0.0003
1800,14408,0.6727345203295243,1.4450698047876358,0.6679360018892431,1.7858172555764515,0.050397643806387886,293.02378940582275,0.0003
1900,15208,0.6726016476215785,1.4410732686519623,0.6680245601605856,1.765028178691864,0.0006364828544983058,289.39672911167145,0.0003
2000,16008,0.6721587385950926,1.4390695989131927,0.6680245601605856,1.7678633729616802,-0.04954525563708714,286.9029802083969,0.0003
